Source,Indicator,Type,Malicious_Confidence,Actors,Kill_Chains,Threat_Types
CrowdStrike,drive.google.dovvn-mail.com,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,fbh.itsm-us1.comodo.com,domain,high,SCATTEREDSPIDER,,Criminal|Targeted|TargetedCrimeware
CrowdStrike,iqoradmin.itsm-us1.comodo.com,domain,high,,C2,
CrowdStrike,accounts.msn.com.member-service.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,accounts.outlooks.com.member-service.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,myaccount.google.dovvn-mail.com,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,accounts.live.com.member-service.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,gapis.com.de,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,37.46.129.41,ip_address,high,WIZARDSPIDER,C2,Banking|Criminal
CrowdStrike,http://37.46.129.41:443,url,high,WIZARDSPIDER,C2,Banking|Criminal
CrowdStrike,192.186.142.74,ip_address,medium,VELVETCHOLLIMA,,Targeted
CrowdStrike,nid.naver.corper.be,domain,medium,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://192.186.142.74/post/expres.php,url,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,sraelshope.org,domain,low,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://186.122.150.107/cc/index.php,url,unverified,VELVETCHOLLIMA,,Criminal|Downloader|Targeted
CrowdStrike,http://192.186.142.74/post/Yluhi0.hta,url,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,https://sraelshope.org/wp-includes/IXR/PAS/expres.php,url,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://192.186.142.74/mn/Xtgnb0.hta,url,high,VELVETCHOLLIMA,Installation,Targeted
CrowdStrike,186.122.150.107,ip_address,unverified,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://frog.smtper.co/frog/usoprive,url,unverified,VELVETCHOLLIMA,,Targeted
CrowdStrike,108.62.141.92,ip_address,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,coinone.goapi.com.co,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://192.186.142.74/cache/Fwvuj0.hta,url,high,VELVETCHOLLIMA,Installation,Targeted
CrowdStrike,bitzet.goapi.com.co,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,goapi.com.co,domain,high,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://192.186.142.74/dll/Mylqn0.hta,url,high,VELVETCHOLLIMA,Installation,Targeted
CrowdStrike,nidlogin.naver.corper.be,domain,medium,VELVETCHOLLIMA,,Targeted
CrowdStrike,http://192.186.142.74/lib/Szgfj0.hta,url,high,VELVETCHOLLIMA,Installation,Targeted
CrowdStrike,https://dl.dropboxusercontent.com/s/k288s9tu2o53v41/zs_url.txt?dl=0,url,medium,,,Suspicious
CrowdStrike,http://naveicoipc.tech/post.php,url,medium,,,Suspicious
CrowdStrike,login.live.web-line.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,www.yalnoo.com,domain,unverified,,,CredentialHarvesting
CrowdStrike,1drv.ms.web-line.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,mail.xmailgateway.web-line.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,ubmail.dirco.gov.web-line.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,mail.fed.be.web-line.work,domain,unverified,,,CredentialHarvesting
CrowdStrike,yahoo-login.anlysis-info.xyz,domain,unverified,,,
CrowdStrike,yahoo.acount-pro.live,domain,unverified,,,
Mandiant,1drv.ms.web-line.work,fqdn,53
Mandiant,accounts.live.com.member-service.work,fqdn,80
Mandiant,accounts.lives.com.check-up.work,fqdn,80
Mandiant,accounts.outlookes.check-up.work,fqdn,80
Mandiant,accounts.msn.com.member-service.work,fqdn,80
Mandiant,accounts.outlooks.com.member-service.work,fqdn,80
Mandiant,ccounts.outlooks.com.member-service.work,fqdn,53
Mandiant,login.live.web-line.work,fqdn,53
Mandiant,mail.fed.be.web-line.work,fqdn,53
Mandiant,lh.yahoojp.check-up.work,fqdn,53
Mandiant,mail.xmailgateway.web-line.work,fqdn,53
Mandiant,ubmail.dirco.gov.web-line.work,fqdn,53
Mandiant,goapi.com.co,fqdn,80
Mandiant,37.46.129.41,ipv4,98
Mandiant,warcraftsiii-online.mygamesonline.org,fqdn,63
Mandiant,http://keunter.interniel.com/phpMyAdmin/themes/original/jquery/pre.hta,url,100
Mandiant,ilinja.mireene.com,fqdn,100
Mandiant,http://xeoskin.co.kr/wp/wp-includes/SimplePie/Net/suf.hta,url,100
Mandiant,nid.navernail.com,fqdn,79
Mandiant,never.com.ru,fqdn,46
Mandiant,z-cloud.never.com.ru,fqdn,56
Mandiant,www.usernaver.com,fqdn,79
Mandiant,www.naver.com.ec,fqdn,80
Mandiant,www.naver.com.mx,fqdn,79
Mandiant,naver.com.ro,fqdn,70
Mandiant,attachchosun.atwebpages.com,fqdn,100
Mandiant,sraelshope.org,fqdn,52
Mandiant,naver.pm,fqdn,80
Mandiant,www.security-nid.space,fqdn,80
Mandiant,yahoo.acount-pro.live,fqdn,79
Mandiant,yahoo.mail-master.online,fqdn,80
Mandiant,yahoo-login.anlysis-info.xyz,fqdn,81
Mandiant,myaccount.google.dovvn-mail.com,fqdn,79
Mandiant,login.xn--mcrosoft-online-hic.com,fqdn,79
Mandiant,jenkins.security-pro.online,fqdn,80
Mandiant,drive.google.dovvn-mail.com,fqdn,79
Mandiant,ad-wfs.security-pro.online,fqdn,80
Mandiant,61.97.251.246,ipv4,36
Mandiant,108.62.141.92,ipv4,47
Mandiant,58.229.240.73,ipv4,75
Mandiant,203.249.64.226,ipv4,65
Mandiant,121.151.20.241,ipv4,77
Mandiant,186.122.150.107,ipv4,58
Mandiant,157.7.184.30,ipv4,30
Mandiant,gapis.com.de,fqdn,51
Mandiant,www.nidnaver.net,fqdn,78
Mandiant,coinone.goapi.com.co,fqdn,80
Mandiant,yahoo.security-lnfo.com,fqdn,99
Mandiant,1drv.security-pro.online,fqdn,80
Mandiant,bascetball.atwebpages.com,fqdn,100
Mandiant,daum.net.ru,fqdn,46
Mandiant,yahoo.security-acount.info,fqdn,99
Mandiant,192.186.142.74,ipv4,100
Mandiant,http://xeoskin.co.kr/wp/wp-includes/SimplePie/Net/cross.php?op=1,url,100
Mandiant,www.yalnoo.com,fqdn,79
Mandiant,https://beastmodser.club/sil/0302/d.php?na=version.gif,url,100
Mandiant,cloudflsupport.com,fqdn,100
Mandiant,navers.co.in,fqdn,92
Mandiant,www.navers.co.in,fqdn,80
Mandiant,182.16.103.239,ipv4,39
Mandiant,157.7.184.15,ipv4,12
Mandiant,chrome-analytics.com,fqdn,100
Mandiant,chrome-cdn.com,fqdn,100
Mandiant,nid.naver.corper.be,fqdn,100
Mandiant,nidlogin.naver.corper.be,fqdn,100
Mandiant,www.myetherwallet.co.in,fqdn,80
Mandiant,myetherwallet.com.se,fqdn,76
Mandiant,www.greenulz.com,fqdn,79
Mandiant,blog.greenulz.com,fqdn,100
Mandiant,b.smtper.co,fqdn,100
